IdSon,Description,sonid,AustenderCategory,Status,internalcomment,ContractProcessingCategory,ContractProcessingSubCategory,IdCat,Title
3993,"Australian Longitudinal Study on Women';s Health (ALSWH), is a longitudinal population-based survey which examines the health of an existing large national sample of Australian women.   The ALSWH will continue the  ongoing recruitment and surveying of the fourth cohort of women (young women aged 18 to 23 years in 2012-13) to explore shifts in health seeking behaviours and attitudes; and the ongoing six-monthly surveying of the oldest cohort of women (born in 1921-26).",SON1468982,Project administration or planning,Inactive,Withdrawn from Austender (DT 30/07/2013),Non-ICT,Non-ICT,52,
3994,Primary Print Services Provider,SON1466562,Printing,Inactive,,Non-ICT,Non-ICT,52,
3995,Electrical and Electronic Installation Maintenance and Cabling Services,SON1457641,Electrical services,Inactive,ATM ID: DPS12120,Uncategorised,Uncategorised,52,
3997,Water and sewerage charges 2013-2014,SON1487911,Water and sewer utilities,Inactive,,Non-ICT,Non-ICT,52,
3998,Gas supply to Government House,SON1487961,Oil and gas utilities,Inactive,,Non-ICT,Non-ICT,52,
3999,Electricity Supply to Government House 2013-2014,SON1488181,Electric utilities,Inactive,,Non-ICT,Non-ICT,52,
4000,Electricity supply to Admiralty House 2013-2014,SON1488581,Electric utilities,Inactive,,Non-ICT,Non-ICT,52,
4001,Supply of Tipping Bucket Rain Gauges,SON1495821,Measuring and observing and testing instruments,Inactive,,Non-ICT,Non-ICT,52,
4002,Provision of Compliance Fraud control and Investigation Training and Training Products,SON1493671,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,
4003,"2012, 2013 and 2014 Census of Non-Government Schools - Post Enumeration Exercise",SON1493031,Project administration or planning,Inactive,,Non-ICT,Non-ICT,52,
4004,"Supply of Measles, Mumps, Rubella and/or Varicella Vaccines for the National Immunisation Programme",SON1491331,Drugs and Pharmaceutical Products,Inactive,,Non-ICT,Non-ICT,52,
4005,Research Panel,SON1387451,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4006,Provision of File Storage and Retrieval Services,SON1478111,File archive storage,Inactive,,Uncategorised,Uncategorised,52,
4007,Provision of Construction related Professional Services nationally,SON1529411,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,52,
4008,National Quantity Surveyor Services for CSIRO,SON1529391,Building construction and support and maintenance and repair services,Inactive,,Non-ICT,Non-ICT,52,
4009,Provision of scheduled and ad hoc electrical maintenance services to Booderee National Park,SON1524271,Electrical services,Inactive,,Non-ICT,Non-ICT,52,
4010,Provision of scheduled and ad hoc plumbing maintenance services to Booderee National Park,SON1524261,Plumbing and heating and air conditioning,Inactive,,Non-ICT,Non-ICT,52,
4011,Civil engineering and other professional services,SON1524151,Professional engineering services,Inactive,,Non-ICT,Non-ICT,52,
4012,Probity Advisory Services,SON1519411,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4013,Mature Age Participation - Job Seeker Assistance Program Experience+ Work Ready,SON1511641,Employment services,Inactive,,Non-ICT,Non-ICT,52,
4014,Service Dress Caps and Other Headwear.,SON1511591,Clothing,Inactive,,Non-ICT,Non-ICT,52,
4015,Deed of Standing Offer for Supply of Legal Services Under Legal Services Multi-Use List,SON1511511,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4016,Provision of Indigenous communications services in relation to Constitutional Recognition of Local Government,SON1502351,Community and social services,Inactive,,Non-ICT,Non-ICT,52,
4017,Provision of specialist non-English communications services in relation to Constitutional Recognition of Local Government,SON1502241,Written translation services,Inactive,,Non-ICT,Non-ICT,52,
4018,Provision of public relations services in relation to Constitutional Recognition of Local Government,SON1502131,Public relation services,Inactive,,Non-ICT,Non-ICT,52,
4019,CRMSugar Consultant Services,SON1558941,Software,Active,,IT Services,SI Services,17,
4020,Stillages & Covers,SON1558801,Containers and storage,Inactive,,Non-ICT,Non-ICT,52,
4021,Supply of meningococcal C and Haemophilus influenzae type b vaccine for the 12 month old cohort for the National Immunisation Program,SON1556371,Drugs and Pharmaceutical Products,Inactive,,Non-ICT,Non-ICT,52,
4022,Workstations Loose Furniture and Marketing Products,SON1515551,Office furniture,Inactive,ATM ID: RFT1000193365,Non-ICT,Non-ICT,52,
4023,Provision of helicopter charter services for aerial sampling of feral animal populations in Northern Australia,SON1553331,Civilian and commercial rotary wing aircraft,Inactive,ATM ID: DAFF210 - 12,Non-ICT,Non-ICT,52,
4024,Legal Services Parcelling Arrangement,SON1552281,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4025,Research and Testing Services for the 2016 Census Cycle,SON1551661,Market research,Inactive,,Non-ICT,Non-ICT,52,
4026,Creative services for Attracting People to Work in Indigenous Health Campaign,SON1534031,Promotional or advertising printing,Inactive,,Non-ICT,Non-ICT,52,
4027,Local Employment Coordinators,SON1526991,Employment services,Inactive,,Non-ICT,Non-ICT,52,
4028,"Legal Services (Government, Administrative, Corporate and Commercial Law and Related Services)",SON1544771,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4029,Provision of Advertising Services services in relation to Constitutional Recognition of Local Government,SON1531891,Audio visual services,Inactive,,Non-ICT,Non-ICT,52,
4030,Provision of specialist Campaign Evaluation Market Research Services services in relation to Constitutional Recognition of Local Government,SON1531911,Market research,Inactive,,Non-ICT,Non-ICT,52,
4031,Retail Electricity Supply,SON1531461,Utilities,Inactive,,Non-ICT,Non-ICT,52,
4032,The provision of services relating to the development and presentation of evidence based health advice,SON1515931,Technical writing,Inactive,,Non-ICT,Non-ICT,52,
4033,Provision of Heart Health and Heart Health Outreach Program/s for all Australian Veterans,SON1602331,Comprehensive health services,Inactive,,Non-ICT,Non-ICT,52,
4034,Health Management Advisory Services and/or Organisational Review Services and/or Governance and Service Delivery Management Services,SON1555781,Management advisory services,Inactive,ATM ID: DoHA/208/1213,Non-ICT,Non-ICT,52,
4035,Provision  of Health Technology Assessment Services to the Medical Services Advisory Committee,SON1524701,Information services,Inactive,,Uncategorised,Uncategorised,52,
4036,Internal Audit and Related Services including: Internal Audit and reviews Risk Management Fraud Identification and Prevention Governance Advisory and Support Environmental Management Audits Committee Support Departmental Advisory It should be noted that each commercial organisation has not necessarily been successful for all categories and must only be engaged for those they are. The Service Matrix and Pricing Matrix is available from DSEWPaC upon request by other Commonwealth Agencies.,SON1597851,Audit services,Inactive,,Non-ICT,Non-ICT,52,
4037,Microsoft Software to the Whole of Government Volume Sourcing Agreement (VSA) II,SON1595911,Software,Active,,Software,Microsoft,27,
4038,Standing Offer Deed for Cold Weather Flyer's Ensemble,SON1586361,Uniforms,Inactive,,Non-ICT,Non-ICT,52,
4039,Delivery of Driver Training Servies,SON1623461,Education and Training Services,Inactive,,Non-ICT,Non-ICT,52,
4040,Deed to Standing Offer for Rocket 66mm HEAT M72A6,SON1619981,Light weapons and ammunition,Inactive,,Non-ICT,Non-ICT,52,
4041,"Enterprise Information and Communications Technology Panel ICT Good/Services including: Business Analysis and Architecture Enterprise Architecture Information Technology and Application Architecture Strategy Development Software Design Web Design Information Security Networking and Cabling Telecommunications and Audio-visual Project and Program Management Software Development Web Development Geospatial Information Systems Testing Software Assets and Licensing Training Development and Delivery Business Intelligence, Performance and Reporting Quality Assurance and Compliance Data and Records Management It should be noted that each commercial organisation has not necessarily been successful for all categories and must only be engaged for those they are. The Contacts, Services and Pricing Matrix is available from DSEWPaC upon request by other Commonwealth Agencies.",SON1617961,Components for information technology or broadcasting or telecommunications,Active,ATM ID: 1213-0312,IT Services,Uncategorised,15,
4042,Creative services for the National Drugs Campaign,SON1555701,Promotional or advertising printing,Inactive,ATM ID: DOHA 333/1213,Non-ICT,Non-ICT,52,
4043,"Provision of collection, analysis and interpretation of longitudinal health survey data",SON1616881,Project administration or planning,Inactive,,Non-ICT,Non-ICT,52,
4044,Provision of Certification and Testing of Armour,SON1614371,Personal safety and protection,Inactive,,Non-ICT,Non-ICT,52,
4045,Remote Sensing Data Processing Services,SON1608331,Data processing or preparation services,Inactive,ATM ID: RFT DCCEE006270-2013,Non-ICT,Non-ICT,52,
4046,"Research, Evaluation and Analysis Panel",SON1615391,Research programs,Inactive,,Non-ICT,Non-ICT,52,
4047,Establishment of Maritime Certification Services Panel,SON1642021,Military watercraft,Inactive,,Non-ICT,Non-ICT,52,
4048,Provision of Security Monitoring and Alarm Maintenance Services,SON1639811,Security and personal safety,Inactive,,Non-ICT,Non-ICT,52,
4049,Office machines and their supplies and accessories,SON1636031,Office machines and their supplies and accessories,Active,,Hardware,Printer and Printer Services,8,
4050,Pharmaceutical Benefits Scheme (PBS) Medicines Review Panel,SON1503111,Management support services,Inactive,,Non-ICT,Non-ICT,52,
4051,Australian Training Awards Evaluator Panel,SON1628411,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4052,Postage requirements,SON1595941,Mailing services,Inactive,,Non-ICT,Non-ICT,52,
4053,Legal representation,SON1595871,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4054,Media,SON1595951,Photographic and recording media,Inactive,,Non-ICT,Non-ICT,52,
4055,Media,SON1595961,Photographic and recording media,Inactive,,Non-ICT,Non-ICT,52,
4056,Stationary,SON1595991,Office supplies,Inactive,,Non-ICT,Non-ICT,52,
4057,Water Abstraction,SON1595971,Water and wastewater treatment supply and disposal,Inactive,,Non-ICT,Non-ICT,52,
4058,Comcover Insurance,SON1595981,Insurance and retirement services,Inactive,,Non-ICT,Non-ICT,52,
4059,"Supply, implementation and support of an Investigations, Intelligence and Incident Management Solution",SON1628261,Software,Active,,ICT,Uncategorsied,31,
4060,Provision of Courier Services,SON1628141,Postal and small parcel and courier services,Inactive,,Non-ICT,Non-ICT,52,
4061,Aid Advisory Services Standing Offer-Category 12 Infrastructure (Global),SON1640861,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4062,Aid Advisory Services Standing Offer-Category 14 Food Security and Rural Development (Global),SON1640891,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4063,Deed of Standing Offer for Supply of Legal Services in relation to Workplace Relations Law under the Legal Services Multi-Use List,SON1670121,Legal services,Inactive,,Non-ICT,Non-ICT,52,
4064,Aid Advisory Services Standing Offer-Category 4 Research (Global),SON1640461,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4065,Aid Advisory Services Standing Offer-Category 10 Social Development (Global),SON1640841,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4066,Aid Advisory Services Standing Offer-Category 9 Governance (Global),SON1640821,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4067,ADF Parade Boots,SON1666901,Clothing,Inactive,,Non-ICT,Non-ICT,52,
4068,Aid Advisory Services Standing Offer-Category 7 Fragility and Conflict (Global),SON1640771,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4069,Aid Advisory Services Standing Offer-Category 2 Monitoring and Evaluation (Global),SON1640371,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4070,Aid Advisory Services Standing Offer-Category 5 Climate Change and Environment Services (Global),SON1640561,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4071,Aid Advisory Services Standing Offer-Category 6 Economics (Global),SON1640641,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4072,Aid Advisory Services Standing Offer-Category 8 Gender (Global),SON1640801,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4073,Aid Advisory Services Standing Offer-Category 1 Design(Global),SON1638991,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4074,Aid Advisory Services Standing Offer-Category 3 Capacity Development (Global),SON1638131,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4075,"Aid Advisory Services Standing Offer-Category 11 Humanitarian, Emergency and Disaster Risk Management (Global)",SON1639951,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4076,Aid Advisory Services Standing Offer - Category 15 Due Diligence (Global),SON1639331,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4077,Aid Advisory Services Standing Offer-Category 13 Public Finance Management and Fiscal Decentralisation (Global),SON1637901,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4078,KPMG and EY have been selected for the provision of internal audit services to the department including Management Initiated Reviews.,SON1657831,Audit services,Inactive,,Non-ICT,Non-ICT,52,
4079,Aid Advisory Services Standing Offer-Category 16  Procurement and Grants Administration Services (Global),SON1637511,Management advisory services,Inactive,,Non-ICT,Non-ICT,52,
4080,Licensed Software and Licensed Software Support Services,SON1657771,Software,Active,,Software,Security,30,
4081,Software and Software Support Services,SON1657741,Software,Active,,Software,Unspecified,28,
4082,Disposal of Assets and General Valuation Services,SON1656611,Economic or financial evaluation of projects,Inactive,,Non-ICT,Non-ICT,52,
4083,The removal and disposal of batteries from Defence sites,SON1647341,Refuse collection and disposal,Inactive,,Non-ICT,Non-ICT,52,
